AÑO ,ESTADO,MUNICIPIO,LOCALIDAD, RNP TITULAR,TITULAR,PESQUERIA,FECHA INICIO,FECHA TERMINO,N°  EMB. ,NOMBRE EMBARCACIÓN,MATRICULA,ZONA DE PESCA
2012,TAMAULIPAS,NVA. CD. GUERRERO,NVA. CD. GUERRERO,2805000771,MARIANELA MARTINEZ GUERRERO,ESCAMA DE AGUA DULCE,10-02-12,10-01-17,1,LA KASANDRA,,"PRESA INTERNACIONAL FALCON, EN LA NVA. CD. GUERRERO"
2012,SINALOA,CULIACAN,AGUA SALADA Y ANEXOS,2501001800,"MARIQUITAS, S. DE S.S.",ESCAMA DE AGUA DULCE,08-01-12,07-31-16,5,VARIAS,,AGUAS CONTINENTALES DEL DIQUE MARIQUITAS EN MOCORITO SINALOA
2012,BAJA CALIFORNIA,ENSENADA,EJIDO NACIONALISTA SANCHEZ TABOADA,203009873,MARTIN CHACON CARAPIA,CARACOL TURBO,11-06-12,11-05-16,0,NINGUNA,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,EJIDO NACIONALISTA SANCHEZ TABOADA,203009873,MARTIN CHACON CARAPIA,CALAMAR GIGANTE,11-06-12,11-05-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA DE JESUS MARIA,203010095,"MEDARDO GALLEGOS ALTAMIRANO, PARALELO 28, S.P.R. DE R.L.",PULPO,09-24-12,09-23-16,5,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA DE JESUS MARIA,203010095,"MEDARDO GALLEGOS ALTAMIRANO, PARALELO 28, S.P.R. DE R.L.",ESCAMA MARINA ,10-24-12,10-23-16,5,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA DE JESUS MARIA,203010095,"MEDARDO GALLEGOS ALTAMIRANO, PARALELO 28, S.P.R. DE R.L.",ALMEJA CHOCOLATA,09-07-12,09-06-16,5,VARIAS,,"LAGUNA MANUELA, ESTERO SAN JOSE"
2012,COLIMA,MANZANILLO,CAMPOS,601002777,MIGUEL ROMO RAMIREZ,ESCAMA DE AGUA DULCE,11-28-12,08-06-16,1,LA JAIBA II,0601140213-8,LAGUNA DE CUYUTLAN
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203127162,"NISHIKAWA Y ASOCIADOS, S.A. DE C.V.",ESCAMA MARINA,05-29-12,05-28-16,4,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 1,2804271413-2,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 2,2804271513-8,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 3,2804271613-4,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 4,2804271713-8,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 5,2804271813-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 6,2804271913-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,LANGOSTINO,11-22-12,11-21-17,1,ELIZABETH 7,2804272013-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 1,2804271413-2,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 2,2804271513-8,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 3,2804271613-4,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 4,2804271713-8,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 5,2804271813-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 6,2804271913-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 7,2804272013-9,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 8,2804272113-6,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,TAMAULIPAS,GOMEZ FARIAS,BOCA TOMA DEL RIO FRIO,2812000038,PABLO RODRIGUEZ VILLA ,ESCAMA DE AGUA DULCE,11-22-12,11-21-17,1,ELIZABETH 9,2804272213-6,"RIOS FRIO, GUAYALEJO Y SABINAS"
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014030,PAOLA HERNANDEZ CARDENAS,ESCAMA MARINA,05-29-12,05-28-16,1,MIZUHO,0201252510-6,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,TAMAULIPAS,CAMARGO,COMALES,2812000885,PATRICIA TORRES MATA,ESCAMA DE AGUA DULCE,10-03-12,10-02-17,1,LA PATY III,,PRESA MARTE R. GOMEZ
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508012503,PEDRO URIBE OSUNA,ESCAMA,10-24-12,10-23-16,1,LOBO I,,AGUAS DE JURISDICCION FEDERAL EN EL MPIO DE MAZATLAN
2012,MICHOACAN,COAHUAYAN,BOCA DE APIZA,1607000484,PERM. J. ISRAEL RIVERA ZAPEDA,ESCAMA MARINA,11-05-12,11-04-16,2,VARIAS,,"LITORAL DEL PACIFICO, COSTA DE MICHOACAN"
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203127477,"PESCADORES ATREVIDOS DE BAHIA, S.P.R. DE R.L.",CALAMAR GIGANTE,09-24-12,09-23-16,9,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL EN EL GOLFO DE CALIFORNIA DEL LITORAL DEL ESTADO DE BAJA CALIFORNIA, FRENTE A BAHÍA LOS ANGELES"
2012,GUANAJUATO,YURIRIA,LOMA DE ZEMPOALA,1100001740,PESCADORES DE SAN JUAN TARAMACHETEO SC DE RL,ESCAMA DE AGUA DULCE,07-23-12,07-22-16,40,VARIAS,,LAGUNA DE YURIRIA
2012,NAYARIT,JALA,COFRADIA DE BUENOS AIRES,1804001238,PESCADORES DEL TINAJÓN DE COFRADIA DE BUENOS AIRES S.C. DE R.L. DE C.V.,ESCAMA DE AGUA DULCE,06-22-12,06-21-16,9,VARIAS,,"AGUAS NACIONALES DEL EMBALSE DE LA PRESA EL CAJÓN, NAYARIT"
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA ,203014014,"PESCADORES RIBEREÑOS DEL SAUZAL, S.P.R. DE R.L.",ESCAMA MARINA,06-21-12,06-20-16,6,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,GUERRERO,AJUCHITLAN,SAN PEDRO Y GARZAS,1201007737,"PESCADORES UNIDOS DE LAS GARZAS, SC DE RL DE CV.",ESCAMA DE AGUA DULCE,02-21-12,02-20-17,32,VARIAS,,"PRESA ""GRAL. ANDRES FIGUEROA"""
2012,TAMAULIPAS,ALTAMIRA,ALTAMIRA,2808007625,"PESCADORES UNIDOS DEL REPECHO, S. DE R.L. MI",ESCAMA DE AGUA DULCE,12-13-12,12-12-17,1,CAMILA,2805078013-8,SISTEMA LAGUNARIO CHAMPAYAN
2012,TAMAULIPAS,ALTAMIRA,ALTAMIRA,2808007625,"PESCADORES UNIDOS DEL REPECHO, S. DE R.L. MI",ESCAMA DE AGUA DULCE,12-13-12,12-12-17,1,GISELA,2805078113-6,SISTEMA LAGUNARIO CHAMPAYAN
2012,TAMAULIPAS,ALTAMIRA,ALTAMIRA,2808007625,"PESCADORES UNIDOS DEL REPECHO, S. DE R.L. MI",ESCAMA DE AGUA DULCE,12-13-12,12-12-17,1,KARLA,2805078213-8,SISTEMA LAGUNARIO CHAMPAYAN
2012,TAMAULIPAS,ALTAMIRA,ALTAMIRA,2808007625,"PESCADORES UNIDOS DEL REPECHO, S. DE R.L. MI",ESCAMA DE AGUA DULCE,12-13-12,12-12-17,1,YOSELIN,2805077913-6,SISTEMA LAGUNARIO CHAMPAYAN
2012,BAJA CALIFORNIA,ROSARITO,POPOTLA,203009170,"PESQUERA GRUPO CINCO, S.P.R. DE R.L.",CARACOL PANOCHA,04-13-12,04-12-16,4,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,E. VILLA JESUS MARIA,203011747,"PESQUERA MOLEROS, S.P.R. DE R.L.",TIBURON,07-30-12,04-30-16,4,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO."
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA DE JESUS MARIA,20311747,"PESQUERA MORELOS, S.P.R. DE R.L.",ESCAMA MARINA,05-29-12,05-28-16,5,VARIAS,,AGUASD E JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,MEXICALI,VENUSTIANO CARRANZA,206001315,"PESQUERA VENUSTIANO CARRANZA, S.P.R. DE R.L.",LISA,06-21-12,06-20-16,10,VARIAS,,"LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA, FUERA DE LA ZONA NÍCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO, ASI COMO LAS ZONAS NUCLEO DE LA RESERVA DE LA BIOSFERA DE LA BAHÍA DE LOS ANGELES, CANAL DE BALLENAS Y SALSIPUEDES, RESPETAR LAS ZONAS DECRETADAS CORRESPONDIENTES AL PARQUE NACIONAL ARCHIPIELAGO SAN LORENZO"
2012,GUERRERO,SAN MARCOS,TECOMATE PESQUERIA,1201008701,"PICO DEL MANGLE, S.C. DE R.L.",ESCAMA DE AGUA DULCE,09-12-12,09-11-17,22,VARIAS,,LAGUNA DE TECOMATE PESQUERIA
2012,GUERRERO,COYUCA DE BENITEZ,RINCON DE MITLA,1201007570,"PROD. PESQ. EL NUEVO AMANECER, S.C. DE R.L. DE C.V.",LANGOSTINO,12-10-12,12-09-17,3,VARIAS,,LAGUNA DE MITLA
2012,GUERRERO,COYUCA DE BENITEZ,RINCON DE MITLA,1201007570,"PROD. PESQ. EL NUEVO AMANECER, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,12-10-12,12-09-17,3,VARIAS,,LAGUNA DE MITLA
2012,GUERRERO,LA UNION,EL HUICUMO,1202000558,"PRODUCCIÓN PESQUERA LA REYNA DEL BALSAS, S.C. DE R.L.",ESCAMA DE AGUA DULCE,12-03-12,12-02-17,9,VARIAS,,PRESA JOSE MA. MORELOS
2012,GUERRERO,ACAPULCO DE JUAREZ,SAN PEDRO LAS PLAYAS,1201000195,"PRODUCCIÓN PESQUERA PLAYA EL COCODRILO, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,11-21-12,11-20-16,2,VARIAS,,LAGUNA DE TRES PALOS
2012,SINALOA,GUASAVE,GUASAVE,2505001897,RAMON ENRIQUE MEJIA HERNANDEZ,ALMEJA PATA DE MULA,08-07-12,08-06-16,3,VARIAS,,AGUAS MARINAS DEL ESTERO LA BOCANITA EN GUASAVE
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014394,RAMON ORDAS SALCEDO,CALAMAR GIGANTE,11-06-12,11-05-16,1,SARYTA,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA ,203011683,RAMON PERALTA CISNEROS,CALAMAR GIGANTE,11-06-12,11-05-16,1,CAROLINA I,0201277911-1,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,ANGOSTURA,LA REFORMA,2506000617,RAMONA CASTRO AYON,ESCAMA MARINA,11-05-12,11-04-16,3,VARIAS,,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA
2012,SINALOA,GUASAVE,C. PESQ. EL CARACOL,2505002739,RAUL ANTONIO CHAO CUADRAS,JAIBA,06-01-12,05-31-16,4,VARIAS,,"AGUS MARINAS DE LAS BAHÍAS DE NAVACHISTE Y EL HUITUSSI, EN EL MUNICIPIO DE GUASAVE, SINALOA"
2012,SINALOA,ANGOSTURA,LA REFORMA,2506001722,RAÚL ARTURO MONTOYA MONTOYA,ESCAMA,05-16-12,05-15-16,3,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL, EN EL ESTADO DE SINALOA"
2012,TAMAULIPAS,ALTAMIRA,EJIDO AQUILES SERDAN,2808003897,REYES CABALLERO VARGAS,JAIBA,05-07-12,05-06-17,1,CYNTHIA LIZETH,2805076113-4,LAGUNA DE SAN ANDRES 
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014691,ROBERTO JUAN CAMACHO TAPIA,ERIZO ROJO,12-13-12,12-12-16,5,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,SAN QUINTIN,203014063,"ROCAS DE SAN MARTIN, SPR DE RL",ESCAMA MARINA,08-08-12,07/082016,2,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,MAZATLÁN,ISLA DE LA PIEDRA,2508014723,RODOLFO BELTRAN CANIZALEZ,ESCAMA,05-16-12,05-15-16,1,LOBO BLANCO,2503229513-3,AGUAS DE JURISDICCIÓN FEDERAL EN EL ESTADO DE SINALOA
2012,SINALOA,ANGOSTURA,LA REFORMA,2506001680,RODOLFO MASCAREÑO SANCHEZ,JAIBA,11-28-12,11-27-16,10,VARIAS,,"BAHÍA DE SANTAMARIA, CORRESPONDIENTE AL MUNICIPIO DE ANGOSTURA"
2012,BAJA CALIFORNIA,ENSENADA,EL ROSARIO,203014550,"ROEZA, S.P.R. DE R.L.",ESCAMA MARINA,08-09-12,08-08-16,5,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,TAMAULIPAS,NVA. CD. GUERRERO,NVA. CD. GUERRERO,2805000995,ROLANDO GONZALEZ GUARDIAN,ESCAMA DE AGUA DULCE,03-29-12,03-28-17,1,LA GARZA,2801031013-4,"PRESA INTERNACIONAL FALCON, EN LA JURISDICCIÓN DE LA OFICINA REGIONAL DE PESCA Y ACUACULTURA EN NUEVA CIUDAD GUERRERO, TAM."
2012,TAMAULIPAS,NVA. CD. GUERRERO,NVA. CD. GUERRERO,2805000995,ROLANDO GONZALEZ GUARDIAN,ESCAMA DE AGUA DULCE,03-29-12,03-28-17,1,LA PIRAÑA,2801033213-5,"PRESA INTERNACIONAL FALCON, EN LA JURISDICCIÓN DE LA OFICINA REGIONAL DE PESCA Y ACUACULTURA EN NUEVA CIUDAD GUERRERO, TAM."
2012,SINALOA,AHOME,C.P. LAS LAJITAS,2507000053,"S. C. P. P. GENERAL LEYVA,  S. C. DE R. l.",JAIBA,11-26-12,11-25-16,6,VARIAS,,"LAS LAJITAS LAS CHICURAS, SAN JUAN Y AGUAS MARINAS DEL GOLFO DE CALIFORNIA, CORRESPONDIENTE AL MUNICIPIO DE AHOME, SIN."
2012,SINALOA,NAVOLATO,PUERTO DE ALTATA,2509001521,"S. C. P. P. PESCADORES DE ALTATA, S. C.  DE R. L. DE C.V.",JAIBA,05-24-12,05-23-16,6,VARIAS,,"BAHÍA DE ALTATA Y ENSENADA DEL PABELLON, CORRESPONDIENTE AL MUNICIPIO DE NAVOLATO"
2012,SINALOA,ELOTA,EL SARINAL,2501001750,"S. S. S. EL SABINAL DE RUBEN AYALA, S.S.S.",ESCAMA DE AGUA DULCE,08-28-12,08-27-16,24,VARIAS,,"AGUAS CONTINENTALES DE LA PRESA AURELIO BENANZINI VIZCAINO, EN EL ESTADO DE SINALOA"
2012,SINALOA,GUASAVE,GUASAVE,2505001798,"S.C.P. DE BIENES Y SERVICIOS GUASAVE CUATROCIENTOS, S.C.L. DE C.V.",JAIBA,08-26-12,08-25-16,4,VARIAS,,"AGUAS MARINAS DE LA BAHIA DE SANTA MARIA Y NAVACHISTE, EN EL ESTADO DE SINALOA"
2012,NAYARIT,ROSAMORADA,SAN MIGUEL ,1805000781,"S.C.P. P. Y AC. LA UNICA DE SAN MIGUEL, S. C. DE R.L DE C.V.",ESCAMA MARINA,04-30-12,04-29-17,16,VARIAS,,"AGUAS NACIONALES DE LAS LAGUNA EL TAMBO, ESTERO , LOS RANCHITOS, ESTERO EL TALLÓN, LAGUNA EL GAVILAN, ESTERO EL TAMARINDO, LAGUNA DEL EMBARCADERO, LAGUNA LAS YEGUAS, ESTERO LOS GUANOS, LAS LAGUNAS DEL VALLE DE LAS PCC. HOTE DEL MUNICIPIO DE ROSAMORADA NAYARIT"
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005004011,"S.C.P.P BUZOS PESCADORES DE ROCAMAR, S.C. DE R.L. DE C.V.",ESCAMA MARINA,07-28-12,07-27-16,0,,,"LITORAL DEL ESTADO DE OAXACA, COMPRENDE DE PUNTA LEÓN A PUNTA CONEJO, OAXACA. SE EXCLUYEN LAS ÁREAS COMPRENDIDAS SEGÚN LAS REGLAS MEDIANTE LAS QUE SE ESTABLECE EL SISTEMA DE ORGANIZACIÓN DEL TRÁFICO MARÍTIMO EN EL PUERTO DE SALINA CRUZ, OAX. Y ZONA ADYACENTES. (PUBLICADO EN EL DOF 20-VII-1998)."
2012,SINALOA,AHOME,C.P. EL COLORADO,2507002752,"S.C.P.P RIBEREÑA ESTERO VERDE MAR, S. DE R.L.",JAIBA,11-26-12,11-25-16,6,VARIAS,,"BAHÍA LECHUGUILLA Y GOLFO DE CALIFORNIA, CORRESPONDIENTE AL MUNICIPIO DE AHOME"
2012,SINALOA,EL FUERTE,POTRERO DE LOS SOTO,2503001086,"S.C.P.P. ARROYO DE LOS ADOBES, S. DE R.L.",ESCAMA DE AGUA DULCE,05-07-12,05-06-16,15,VARIAS,,AGUAS CONTINENTALES DE LAS PRESAS GUILLERMO BLAKE AGUILAR EN EL ESTADO DE SINALOA
2012,SINALOA,AHOME,EL JITZAMURI,2507000061,"S.C.P.P. BAHIA DE JITZAMURI, S. DE R.L. DE C.V.",JAIBA,11-08-12,11-07-16,6,VARIAS,,"BAHIAS EL JITZAMURI, AGIABAMPO, BACOREHUIS, AHOME, SINALOA"
2012,SINALOA,AHOME,EL JITZAMURI,2507000293,S.C.P.P. BAHIA DE SIALIBOCA S.C.L.-,JAIBA,11-08-12,11-07-16,6,VARIAS,,"BAHIAS EL JITZAMURI, AGIABAMPO, BACOREHUIS, AHOME, SINALOA"
2012,GUERRERO,JOSE AZUETA,ZIHUATANEJO,1202003248,"S.C.P.P. BAHIA DE ZIHUATANEJO, S.C. DE R.L.",ESCAMA,12-23-12,12-10-17,4,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE GUERRERO
2012,SINALOA,AHOME,EL COLORADO,2501001081,"S.C.P.P. BAHIA DEL COLORADO, S.C. DE R.L.",CALAMAR ,12-04-12,12-03-16,1,,,"AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA, EN LOS CAMPOS PESQUEROS EL COLORADO Y LAS LAJITAS"
2012,SINALOA,AHOME,EL COLORADO,2501001081,"S.C.P.P. BAHIA DEL COLORADO, S.C. DE R.L.",CALAMAR ,12-04-12,12-03-16,1,,,"AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA, EN LOS CAMPOS PESQUEROS EL COLORADO Y LAS LAJITAS"
2012,SINALOA,AHOME,EL COLORADO,2501001081,"S.C.P.P. BAHIA DEL COLORADO, S.C. DE R.L.",CALAMAR ,12-04-12,12-03-16,1,,,"AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA, EN LOS CAMPOS PESQUEROS EL COLORADO Y LAS LAJITAS"
2012,SINALOA,AHOME,EL COLORADO,2501001081,"S.C.P.P. BAHIA DEL COLORADO, S.C. DE R.L.",CALAMAR ,12-04-12,12-03-16,1,,,"AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA, EN LOS CAMPOS PESQUEROS EL COLORADO Y LAS LAJITAS"
2012,SINALOA,AHOME,TOPOLOBAMPO,2511001246,"S.C.P.P. CERRO DE SAN CARLOS, S. DE R.L. DE C.V.",JAIBA,06-28-12,06-27-16,6,VARIAS,,"SISTEMA LAGUNAR TOPOLOBAMPO, CORRESPONDIENTE AL MUNICIPIO DE AHOME, SINALOA"
2012,SONORA,GUAYMAS  ,GUAYMAS,2604009528,"S.C.P.P. COMERCIALIZADORA DON CRISPIN, S.C.L.",CALLO DE HACHA,11-13-12,11-12-16,1,MARIBEL,2602050513-9,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS  ,GUAYMAS,2604009528,"S.C.P.P. COMERCIALIZADORA DON CRISPIN, S.C.L.",CALLO DE HACHA,11-13-12,11-12-16,1,TERESA,2602050813-1,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS  ,GUAYMAS,2604009528,"S.C.P.P. COMERCIALIZADORA DON CRISPIN, S.C.L.",CALLO DE HACHA,11-13-12,11-12-16,1,GEORGINA,2602050413-5,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS  ,GUAYMAS,2604009528,"S.C.P.P. COMERCIALIZADORA DON CRISPIN, S.C.L.",CALLO DE HACHA,11-13-12,11-12-16,1,MARIA DE JESUS,2602050913-9,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS  ,GUAYMAS,2604009528,"S.C.P.P. COMERCIALIZADORA DON CRISPIN, S.C.L.",CALLO DE HACHA,11-13-12,11-12-16,1,CRISPIN,2602051013-6,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,GUERRERO,TECPAN DE GALEANA,PUERTO VICENTE GUERRERO,1204002123,S.C.P.P. COSTA GRANDE DE GUERRERO,PULPO,12-07-12,12-06-17,4,VARIAS,,BANCOS LOCALIZADOS EN EL LITORAL DEL ESTADO DE GUERRERO
2012,GUERRERO,TECPAN DE GALEANA,PUERTO VICENTE GUERRERO,1204002123,S.C.P.P. COSTA GRANDE DE GUERRERO,OSTION DE ROCA,12-07-12,12-06-17,5,VARIAS,,BANCOS LOCALIZADOS EN EL LITORAL DEL ESTADO DE GUERRERO
2012,GUERRERO,TECPAN DE GALEANA,PUERTO VICENTE GUERRERO,1204002123,S.C.P.P. COSTA GRANDE DE GUERRERO,ESCAMA MARINA,12-07-12,12-06-17,8,VARIAS,,LITORAL DEL ESTADO DE GUERRERO
2012,GUERRERO,TECPAN DE GALEANA,PUERTO VICENTE GUERRERO,1204002123,S.C.P.P. COSTA GRANDE DE GUERRERO,ALMEJA,12-07-12,12-06-17,3,VARIAS,,BANCOS LOCALIZADOS EN EL LITORAL DEL ESTADO DE GUERRERO
2012,SINALOA,CULIACAN,CULIACAN,2501001049,"S.C.P.P. DE AGUADULCE LA NICARAGUENSE, S.C.L.",ESCAMA DE AGUA DULCE,11-05-12,11-04-16,11,VARIAS,,"AGUAS CONTINENTALES DE LOS DIQUES ALHUATE, LAS MILPAS, LOS PERROS, LA VIÑATA, ETC"
2012,NAYARIT,SAN BLAS,SAN BLAS,1802001790,S.C.P.P. DE ALTAMAR FUERTE SAN BASILIO DE SAN BLAS,ESCAMA MARINA,12-12-12,12-11-17,4,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE NAYARIT
2012,GUERRERO,COYUCA DE BENITEZ,EL CARRIZAL,1201006523,"S.C.P.P. DE LAS DOS LAGUNAS DE COYUCA DE BENITEZ, LA CARIDAD DEL COBRE, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,12-11-12,12-10-16,5,VARIAS,,"LAGUNA DE COYUCA DE BENITEZ, GRO."
2012,GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,1201004072,"S.C.P.P. DE RIVERA PLAYA HORNITOS, S.C. DE R.L. DE C.V.",PULPO,11-23-12,11-22-17,4,VARIAS,,COORDENADAS
