Componente,Año,Estado,Municipio,Localidad,Registradas,Apoyadas
Hielera,2015,Tamaulipas,San Fernando,El Barrancón del Tío Blas (El Barrancón),0,0
Sistema,2015,Tamaulipas,San Fernando,El Barrancón del Tío Blas (El Barrancón),9,0
Motor,2015,Tamaulipas,San Fernando,General Francisco J. Mújica (La Poza),8,0
Embarcación,2015,Tamaulipas,San Fernando,General Francisco J. Mújica (La Poza),0,0
Hielera,2015,Tamaulipas,San Fernando,General Francisco J. Mújica (La Poza),0,0
Sistema,2015,Tamaulipas,San Fernando,General Francisco J. Mújica (La Poza),8,0
Motor,2015,Tamaulipas,San Fernando,General Francisco Villa,1,0
Embarcación,2015,Tamaulipas,San Fernando,General Francisco Villa,0,0
Hielera,2015,Tamaulipas,San Fernando,General Francisco Villa,0,0
Sistema,2015,Tamaulipas,San Fernando,General Francisco Villa,1,0
Motor,2015,Tamaulipas,San Fernando,La Florida (La Florida del Sur),1,0
Embarcación,2015,Tamaulipas,San Fernando,La Florida (La Florida del Sur),0,0
Hielera,2015,Tamaulipas,San Fernando,La Florida (La Florida del Sur),0,0
Sistema,2015,Tamaulipas,San Fernando,La Florida (La Florida del Sur),1,0
Motor,2015,Tamaulipas,San Fernando,Lavaderos,3,0
Embarcación,2015,Tamaulipas,San Fernando,Lavaderos,0,0
Hielera,2015,Tamaulipas,San Fernando,Lavaderos,0,0
Sistema,2015,Tamaulipas,San Fernando,Lavaderos,3,0
Motor,2015,Tamaulipas,San Fernando,Palo Solo,3,0
Embarcación,2015,Tamaulipas,San Fernando,Palo Solo,0,0
Hielera,2015,Tamaulipas,San Fernando,Palo Solo,0,0
Sistema,2015,Tamaulipas,San Fernando,Palo Solo,3,0
Motor,2015,Tamaulipas,San Fernando,Punta de Alambre (Puente de Alambre),24,0
Embarcación,2015,Tamaulipas,San Fernando,Punta de Alambre (Puente de Alambre),18,0
Hielera,2015,Tamaulipas,San Fernando,Punta de Alambre (Puente de Alambre),0,0
Sistema,2015,Tamaulipas,San Fernando,Punta de Alambre (Puente de Alambre),24,0
Motor,2015,Tamaulipas,San Fernando,Punta de Piedra,18,0
Embarcación,2015,Tamaulipas,San Fernando,Punta de Piedra,2,0
Hielera,2015,Tamaulipas,San Fernando,Punta de Piedra,0,0
Sistema,2015,Tamaulipas,San Fernando,Punta de Piedra,18,0
Motor,2015,Tamaulipas,San Fernando,San Fernando,2,0
Embarcación,2015,Tamaulipas,San Fernando,San Fernando,0,0
Hielera,2015,Tamaulipas,San Fernando,San Fernando,0,0
Sistema,2015,Tamaulipas,San Fernando,San Fernando,2,0
Motor,2015,Tamaulipas,San Fernando,San Fernando,5,0
Embarcación,2015,Tamaulipas,San Fernando,San Fernando,0,0
Hielera,2015,Tamaulipas,San Fernando,San Fernando,0,0
Sistema,2015,Tamaulipas,San Fernando,San Fernando,5,0
Motor,2015,Tamaulipas,San Fernando,Santa Rita (Escuadrón 201),7,0
Embarcación,2015,Tamaulipas,San Fernando,Santa Rita (Escuadrón 201),0,0
Hielera,2015,Tamaulipas,San Fernando,Santa Rita (Escuadrón 201),0,0
Sistema,2015,Tamaulipas,San Fernando,Santa Rita (Escuadrón 201),7,0
Motor,2015,Tamaulipas,San Fernando,Tío Blas,44,0
Embarcación,2015,Tamaulipas,San Fernando,Tío Blas,5,0
Hielera,2015,Tamaulipas,San Fernando,Tío Blas,0,0
Sistema,2015,Tamaulipas,San Fernando,Tío Blas,44,0
Motor,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Embarcación,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Hielera,2015,Tamaulipas,Soto la Marina,El Carrizo,0,0
Sistema,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Motor,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Embarcación,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Hielera,2015,Tamaulipas,Soto la Marina,El Carrizo,0,0
Sistema,2015,Tamaulipas,Soto la Marina,El Carrizo,1,0
Motor,2015,Tamaulipas,Soto la Marina,La Pesca,1,0
Embarcación,2015,Tamaulipas,Soto la Marina,La Pesca,0,0
Hielera,2015,Tamaulipas,Soto la Marina,La Pesca,0,0
Sistema,2015,Tamaulipas,Soto la Marina,La Pesca,1,0
Motor,2015,Tamaulipas,Soto la Marina,Las Enramadas,4,0
Embarcación,2015,Tamaulipas,Soto la Marina,Las Enramadas,4,0
Hielera,2015,Tamaulipas,Soto la Marina,Las Enramadas,0,0
Sistema,2015,Tamaulipas,Soto la Marina,Las Enramadas,4,0
Motor,2015,Tamaulipas,Soto la Marina,Miguel De la Madrid (El Canal),2,0
Embarcación,2015,Tamaulipas,Soto la Marina,Miguel De la Madrid (El Canal),3,0
Hielera,2015,Tamaulipas,Soto la Marina,Miguel De la Madrid (El Canal),0,0
Sistema,2015,Tamaulipas,Soto la Marina,Miguel De la Madrid (El Canal),3,0
Motor,2015,Tamaulipas,Soto la Marina,Soto la Marina,4,0
Embarcación,2015,Tamaulipas,Soto la Marina,Soto la Marina,0,0
Hielera,2015,Tamaulipas,Soto la Marina,Soto la Marina,0,0
Sistema,2015,Tamaulipas,Soto la Marina,Soto la Marina,4,0
Motor,2015,Tamaulipas,Soto la Marina,Tepehuaje,1,0
Embarcación,2015,Tamaulipas,Soto la Marina,Tepehuaje,1,0
Hielera,2015,Tamaulipas,Soto la Marina,Tepehuaje,0,0
Sistema,2015,Tamaulipas,Soto la Marina,Tepehuaje,1,0
Motor,2015,Tamaulipas,Soto la Marina,Tepehuajes,2,0
Embarcación,2015,Tamaulipas,Soto la Marina,Tepehuajes,1,0
Hielera,2015,Tamaulipas,Soto la Marina,Tepehuajes,0,0
Sistema,2015,Tamaulipas,Soto la Marina,Tepehuajes,2,0
Motor,2015,Tamaulipas,Tampico,Tampico,5,0
Embarcación,2015,Tamaulipas,Tampico,Tampico,6,0
Hielera,2015,Tamaulipas,Tampico,Tampico,1,0
Sistema,2015,Tamaulipas,Tampico,Tampico,3,0
Motor,2015,Tamaulipas,Valle Hermoso,18 de Marzo (B-120 entre Sur 92 y Sur 93),1,0
Embarcación,2015,Tamaulipas,Valle Hermoso,18 de Marzo (B-120 entre Sur 92 y Sur 93),0,0
Hielera,2015,Tamaulipas,Valle Hermoso,18 de Marzo (B-120 entre Sur 92 y Sur 93),0,0
Sistema,2015,Tamaulipas,Valle Hermoso,18 de Marzo (B-120 entre Sur 92 y Sur 93),1,0
Motor,2015,Tamaulipas,Valle Hermoso,Valle Hermoso,2,0
Embarcación,2015,Tamaulipas,Valle Hermoso,Valle Hermoso,1,0
Hielera,2015,Tamaulipas,Valle Hermoso,Valle Hermoso,1,0
Sistema,2015,Tamaulipas,Valle Hermoso,Valle Hermoso,3,0
Motor,2015,Veracruz,Actopan,Buenos Aires 2,1,0
Embarcación,2015,Veracruz,Actopan,Buenos Aires 2,0,0
Hielera,2015,Veracruz,Actopan,Buenos Aires 2,0,0
Sistema,2015,Veracruz,Actopan,Buenos Aires 2,1,0
Motor,2015,Veracruz,Actopan,Cerro de los Metates,1,0
Embarcación,2015,Veracruz,Actopan,Cerro de los Metates,1,0
Hielera,2015,Veracruz,Actopan,Cerro de los Metates,0,0
Sistema,2015,Veracruz,Actopan,Cerro de los Metates,1,0
Motor,2015,Veracruz,Actopan,La Mancha el Paraíso,1,0
Embarcación,2015,Veracruz,Actopan,La Mancha el Paraíso,1,0
Hielera,2015,Veracruz,Actopan,La Mancha el Paraíso,0,0
Sistema,2015,Veracruz,Actopan,La Mancha el Paraíso,1,0
Motor,2015,Veracruz,Actopan,Las Rocas,1,0
Embarcación,2015,Veracruz,Actopan,Las Rocas,1,0
Hielera,2015,Veracruz,Actopan,Las Rocas,0,0
Sistema,2015,Veracruz,Actopan,Las Rocas,1,0
Motor,2015,Veracruz,Actopan,Villa Rica de la Veracruz,0,0
Embarcación,2015,Veracruz,Actopan,Villa Rica de la Veracruz,7,0
Hielera,2015,Veracruz,Actopan,Villa Rica de la Veracruz,0,0
Sistema,2015,Veracruz,Actopan,Villa Rica de la Veracruz,7,0
Motor,2015,Veracruz,Acula,Abrevadero,4,0
Embarcación,2015,Veracruz,Acula,Abrevadero,4,0
Hielera,2015,Veracruz,Acula,Abrevadero,6,0
Sistema,2015,Veracruz,Acula,Abrevadero,6,0
Motor,2015,Veracruz,Acula,Acula,10,0
Embarcación,2015,Veracruz,Acula,Acula,9,0
Hielera,2015,Veracruz,Acula,Acula,10,0
Sistema,2015,Veracruz,Acula,Acula,10,0
Motor,2015,Veracruz,Acula,El Jiotal,8,0
Embarcación,2015,Veracruz,Acula,El Jiotal,9,0
Hielera,2015,Veracruz,Acula,El Jiotal,10,0
Sistema,2015,Veracruz,Acula,El Jiotal,10,0
Motor,2015,Veracruz,Acula,La Mojarra,23,0
Embarcación,2015,Veracruz,Acula,La Mojarra,7,0
Hielera,2015,Veracruz,Acula,La Mojarra,7,0
Sistema,2015,Veracruz,Acula,La Mojarra,23,0
Motor,2015,Veracruz,Acula,Poza Honda,1,0
Embarcación,2015,Veracruz,Acula,Poza Honda,1,0
Hielera,2015,Veracruz,Acula,Poza Honda,1,0
Sistema,2015,Veracruz,Acula,Poza Honda,1,0
Motor,2015,Veracruz,Acula,San Carlos (El Cedral),1,0
Embarcación,2015,Veracruz,Acula,San Carlos (El Cedral),1,0
Hielera,2015,Veracruz,Acula,San Carlos (El Cedral),1,0
Sistema,2015,Veracruz,Acula,San Carlos (El Cedral),1,0
Motor,2015,Veracruz,Agua Dulce,Agua Dulce,0,0
Embarcación,2015,Veracruz,Agua Dulce,Agua Dulce,12,0
Hielera,2015,Veracruz,Agua Dulce,Agua Dulce,11,0
Sistema,2015,Veracruz,Agua Dulce,Agua Dulce,12,0
Motor,2015,Veracruz,Agua Dulce,El Muelle (Gavilán Norte),0,0
Embarcación,2015,Veracruz,Agua Dulce,El Muelle (Gavilán Norte),9,0
Hielera,2015,Veracruz,Agua Dulce,El Muelle (Gavilán Norte),9,0
Sistema,2015,Veracruz,Agua Dulce,El Muelle (Gavilán Norte),9,0
Motor,2015,Veracruz,Agua Dulce,Tonalá,2,0
Embarcación,2015,Veracruz,Agua Dulce,Tonalá,26,0
Hielera,2015,Veracruz,Agua Dulce,Tonalá,28,0
Sistema,2015,Veracruz,Agua Dulce,Tonalá,30,0
Motor,2015,Veracruz,Alto Lucero de Gutiérrez Barrios,Palma Sola,1,0
Embarcación,2015,Veracruz,Alto Lucero de Gutiérrez Barrios,Palma Sola,0,0
Hielera,2015,Veracruz,Alto Lucero de Gutiérrez Barrios,Palma Sola,0,0
Sistema,2015,Veracruz,Alto Lucero de Gutiérrez Barrios,Palma Sola,1,0
Motor,2015,Veracruz,Alvarado,Alvarado,169,0
Embarcación,2015,Veracruz,Alvarado,Alvarado,169,0
Hielera,2015,Veracruz,Alvarado,Alvarado,182,0
Sistema,2015,Veracruz,Alvarado,Alvarado,211,0
Motor,2015,Veracruz,Alvarado,Antón Lizardo,18,0
Embarcación,2015,Veracruz,Alvarado,Antón Lizardo,12,0
Hielera,2015,Veracruz,Alvarado,Antón Lizardo,0,0
Sistema,2015,Veracruz,Alvarado,Antón Lizardo,22,0
Motor,2015,Veracruz,Alvarado,Antón Lizardo,11,0
Embarcación,2015,Veracruz,Alvarado,Antón Lizardo,5,0
Hielera,2015,Veracruz,Alvarado,Antón Lizardo,0,0
Sistema,2015,Veracruz,Alvarado,Antón Lizardo,14,0
Motor,2015,Veracruz,Alvarado,Arbolillo,33,0
Embarcación,2015,Veracruz,Alvarado,Arbolillo,34,0
Hielera,2015,Veracruz,Alvarado,Arbolillo,43,0
Sistema,2015,Veracruz,Alvarado,Arbolillo,45,0
Motor,2015,Veracruz,Alvarado,Bahía,1,0
Embarcación,2015,Veracruz,Alvarado,Bahía,0,0
Hielera,2015,Veracruz,Alvarado,Bahía,1,0
Sistema,2015,Veracruz,Alvarado,Bahía,1,0
Motor,2015,Veracruz,Alvarado,Buen País,42,0
Embarcación,2015,Veracruz,Alvarado,Buen País,34,0
Hielera,2015,Veracruz,Alvarado,Buen País,44,0
Sistema,2015,Veracruz,Alvarado,Buen País,44,0
Motor,2015,Veracruz,Alvarado,Buena Vista,13,0
Embarcación,2015,Veracruz,Alvarado,Buena Vista,7,0
Hielera,2015,Veracruz,Alvarado,Buena Vista,11,0
Sistema,2015,Veracruz,Alvarado,Buena Vista,14,0
Motor,2015,Veracruz,Alvarado,Buena Vista,10,0
Embarcación,2015,Veracruz,Alvarado,Buena Vista,4,0
Hielera,2015,Veracruz,Alvarado,Buena Vista,9,0
Sistema,2015,Veracruz,Alvarado,Buena Vista,12,0
Motor,2015,Veracruz,Alvarado,Cala Larga,11,0
Embarcación,2015,Veracruz,Alvarado,Cala Larga,4,0
Hielera,2015,Veracruz,Alvarado,Cala Larga,0,0
Sistema,2015,Veracruz,Alvarado,Cala Larga,15,0
Motor,2015,Veracruz,Alvarado,Camaronera,19,0
Embarcación,2015,Veracruz,Alvarado,Camaronera,19,0
Hielera,2015,Veracruz,Alvarado,Camaronera,14,0
Sistema,2015,Veracruz,Alvarado,Camaronera,22,0
Motor,2015,Veracruz,Alvarado,Chocotán,0,0
Embarcación,2015,Veracruz,Alvarado,Chocotán,1,0
Hielera,2015,Veracruz,Alvarado,Chocotán,1,0
Sistema,2015,Veracruz,Alvarado,Chocotán,1,0
Motor,2015,Veracruz,Alvarado,Conejo Blanco (Conejos),0,0
Embarcación,2015,Veracruz,Alvarado,Conejo Blanco (Conejos),1,0
Hielera,2015,Veracruz,Alvarado,Conejo Blanco (Conejos),1,0
Sistema,2015,Veracruz,Alvarado,Conejo Blanco (Conejos),1,0
Motor,2015,Veracruz,Alvarado,Costa de la Palma,8,0
Embarcación,2015,Veracruz,Alvarado,Costa de la Palma,11,0
Hielera,2015,Veracruz,Alvarado,Costa de la Palma,12,0
Sistema,2015,Veracruz,Alvarado,Costa de la Palma,12,0
Motor,2015,Veracruz,Alvarado,Costa de San Juan,1,0
Embarcación,2015,Veracruz,Alvarado,Costa de San Juan,6,0
Hielera,2015,Veracruz,Alvarado,Costa de San Juan,6,0
Sistema,2015,Veracruz,Alvarado,Costa de San Juan,6,0
Motor,2015,Veracruz,Alvarado,El Bayo,3,0
Embarcación,2015,Veracruz,Alvarado,El Bayo,4,0
Hielera,2015,Veracruz,Alvarado,El Bayo,0,0
Sistema,2015,Veracruz,Alvarado,El Bayo,4,0
Motor,2015,Veracruz,Alvarado,El Cocuite,1,0
Embarcación,2015,Veracruz,Alvarado,El Cocuite,0,0
Hielera,2015,Veracruz,Alvarado,El Cocuite,0,0
Sistema,2015,Veracruz,Alvarado,El Cocuite,1,0
Motor,2015,Veracruz,Alvarado,El Nacaste,3,0
Embarcación,2015,Veracruz,Alvarado,El Nacaste,5,0
Hielera,2015,Veracruz,Alvarado,El Nacaste,6,0
Sistema,2015,Veracruz,Alvarado,El Nacaste,6,0
Motor,2015,Veracruz,Alvarado,El Nanchal,0,0
Embarcación,2015,Veracruz,Alvarado,El Nanchal,2,0
Hielera,2015,Veracruz,Alvarado,El Nanchal,2,0
Sistema,2015,Veracruz,Alvarado,El Nanchal,2,0
Motor,2015,Veracruz,Alvarado,El Nanche,4,0
Embarcación,2015,Veracruz,Alvarado,El Nanche,8,0
Hielera,2015,Veracruz,Alvarado,El Nanche,8,0
Sistema,2015,Veracruz,Alvarado,El Nanche,8,0
Motor,2015,Veracruz,Alvarado,El Nanche,0,0
Embarcación,2015,Veracruz,Alvarado,El Nanche,2,0
Hielera,2015,Veracruz,Alvarado,El Nanche,2,0
Sistema,2015,Veracruz,Alvarado,El Nanche,2,0
Motor,2015,Veracruz,Alvarado,Juana María,8,0
Embarcación,2015,Veracruz,Alvarado,Juana María,10,0
Hielera,2015,Veracruz,Alvarado,Juana María,5,0
Sistema,2015,Veracruz,Alvarado,Juana María,15,0
Motor,2015,Veracruz,Alvarado,La Carreta,4,0
Embarcación,2015,Veracruz,Alvarado,La Carreta,4,0
Hielera,2015,Veracruz,Alvarado,La Carreta,4,0
Sistema,2015,Veracruz,Alvarado,La Carreta,4,0
Motor,2015,Veracruz,Alvarado,La Playa,5,0
Embarcación,2015,Veracruz,Alvarado,La Playa,5,0
Hielera,2015,Veracruz,Alvarado,La Playa,5,0
Sistema,2015,Veracruz,Alvarado,La Playa,5,0
Motor,2015,Veracruz,Alvarado,La Tunilla,1,0
Embarcación,2015,Veracruz,Alvarado,La Tunilla,0,0
Hielera,2015,Veracruz,Alvarado,La Tunilla,0,0
Sistema,2015,Veracruz,Alvarado,La Tunilla,1,0
Motor,2015,Veracruz,Alvarado,Las Barrancas,12,0
Embarcación,2015,Veracruz,Alvarado,Las Barrancas,7,0
Hielera,2015,Veracruz,Alvarado,Las Barrancas,0,0
Sistema,2015,Veracruz,Alvarado,Las Barrancas,15,0
Motor,2015,Veracruz,Alvarado,Las Escolleras,7,0
Embarcación,2015,Veracruz,Alvarado,Las Escolleras,11,0
Hielera,2015,Veracruz,Alvarado,Las Escolleras,11,0
Sistema,2015,Veracruz,Alvarado,Las Escolleras,11,0
Motor,2015,Veracruz,Alvarado,Las Escolleras,8,0
Embarcación,2015,Veracruz,Alvarado,Las Escolleras,7,0
Hielera,2015,Veracruz,Alvarado,Las Escolleras,8,0
Sistema,2015,Veracruz,Alvarado,Las Escolleras,8,0
Motor,2015,Veracruz,Alvarado,Las Palmitas,1,0
Embarcación,2015,Veracruz,Alvarado,Las Palmitas,1,0
Hielera,2015,Veracruz,Alvarado,Las Palmitas,1,0
Sistema,2015,Veracruz,Alvarado,Las Palmitas,1,0
Motor,2015,Veracruz,Alvarado,Las Palmitas,1,0
Embarcación,2015,Veracruz,Alvarado,Las Palmitas,1,0
Hielera,2015,Veracruz,Alvarado,Las Palmitas,1,0
Sistema,2015,Veracruz,Alvarado,Las Palmitas,1,0
Motor,2015,Veracruz,Alvarado,Los Pajarillos (Corcobado),1,0
Embarcación,2015,Veracruz,Alvarado,Los Pajarillos (Corcobado),0,0
Hielera,2015,Veracruz,Alvarado,Los Pajarillos (Corcobado),0,0
Sistema,2015,Veracruz,Alvarado,Los Pajarillos (Corcobado),1,0
Motor,2015,Veracruz,Alvarado,Luis Martínez (El Canal),9,0
Embarcación,2015,Veracruz,Alvarado,Luis Martínez (El Canal),22,0
Hielera,2015,Veracruz,Alvarado,Luis Martínez (El Canal),22,0
Sistema,2015,Veracruz,Alvarado,Luis Martínez (El Canal),22,0
Motor,2015,Veracruz,Alvarado,Macuile,1,0
Embarcación,2015,Veracruz,Alvarado,Macuile,3,0
Hielera,2015,Veracruz,Alvarado,Macuile,3,0
Sistema,2015,Veracruz,Alvarado,Macuile,3,0
Motor,2015,Veracruz,Alvarado,Mandinga y Matoza,8,0
Embarcación,2015,Veracruz,Alvarado,Mandinga y Matoza,3,0
Hielera,2015,Veracruz,Alvarado,Mandinga y Matoza,0,0
Sistema,2015,Veracruz,Alvarado,Mandinga y Matoza,4,0
Motor,2015,Veracruz,Alvarado,Martín Prieto,2,0
Embarcación,2015,Veracruz,Alvarado,Martín Prieto,3,0
Hielera,2015,Veracruz,Alvarado,Martín Prieto,0,0
Sistema,2015,Veracruz,Alvarado,Martín Prieto,3,0
Motor,2015,Veracruz,Alvarado,Mata de Uva,15,0
Embarcación,2015,Veracruz,Alvarado,Mata de Uva,9,0
Hielera,2015,Veracruz,Alvarado,Mata de Uva,4,0
Sistema,2015,Veracruz,Alvarado,Mata de Uva,22,0
Motor,2015,Veracruz,Alvarado,Palo de Argolla,0,0
Embarcación,2015,Veracruz,Alvarado,Palo de Argolla,1,0
Hielera,2015,Veracruz,Alvarado,Palo de Argolla,0,0
Sistema,2015,Veracruz,Alvarado,Palo de Argolla,1,0
Motor,2015,Veracruz,Alvarado,Paso de la Culata,1,0
Embarcación,2015,Veracruz,Alvarado,Paso de la Culata,1,0
Hielera,2015,Veracruz,Alvarado,Paso de la Culata,1,0
Sistema,2015,Veracruz,Alvarado,Paso de la Culata,1,0
Motor,2015,Veracruz,Alvarado,Paso el Platanar,6,0
Embarcación,2015,Veracruz,Alvarado,Paso el Platanar,6,0
Hielera,2015,Veracruz,Alvarado,Paso el Platanar,6,0
Sistema,2015,Veracruz,Alvarado,Paso el Platanar,6,0
Motor,2015,Veracruz,Alvarado,Paso Nacional,19,0
Embarcación,2015,Veracruz,Alvarado,Paso Nacional,11,0
Hielera,2015,Veracruz,Alvarado,Paso Nacional,18,0
Sistema,2015,Veracruz,Alvarado,Paso Nacional,21,0
Motor,2015,Veracruz,Alvarado,Playa Zapote,1,0
Embarcación,2015,Veracruz,Alvarado,Playa Zapote,2,0
Hielera,2015,Veracruz,Alvarado,Playa Zapote,0,0
Sistema,2015,Veracruz,Alvarado,Playa Zapote,2,0
Motor,2015,Veracruz,Alvarado,Playuelas,7,0
Embarcación,2015,Veracruz,Alvarado,Playuelas,8,0
Hielera,2015,Veracruz,Alvarado,Playuelas,8,0
Sistema,2015,Veracruz,Alvarado,Playuelas,8,0
Motor,2015,Veracruz,Alvarado,Plaza de Armas,15,0
Embarcación,2015,Veracruz,Alvarado,Plaza de Armas,14,0
Hielera,2015,Veracruz,Alvarado,Plaza de Armas,0,0
Sistema,2015,Veracruz,Alvarado,Plaza de Armas,17,0
Motor,2015,Veracruz,Alvarado,Punta Grande,0,0
Embarcación,2015,Veracruz,Alvarado,Punta Grande,2,0
Hielera,2015,Veracruz,Alvarado,Punta Grande,2,0
Sistema,2015,Veracruz,Alvarado,Punta Grande,2,0
Motor,2015,Veracruz,Alvarado,Punta Grande,0,0
Embarcación,2015,Veracruz,Alvarado,Punta Grande,7,0
Hielera,2015,Veracruz,Alvarado,Punta Grande,7,0
Sistema,2015,Veracruz,Alvarado,Punta Grande,7,0
Motor,2015,Veracruz,Alvarado,Punta Marcial,8,0
Embarcación,2015,Veracruz,Alvarado,Punta Marcial,8,0
Hielera,2015,Veracruz,Alvarado,Punta Marcial,1,0
Sistema,2015,Veracruz,Alvarado,Punta Marcial,8,0
Motor,2015,Veracruz,Alvarado,Rincón de la Palma,1,0
Embarcación,2015,Veracruz,Alvarado,Rincón de la Palma,1,0
Hielera,2015,Veracruz,Alvarado,Rincón de la Palma,1,0
Sistema,2015,Veracruz,Alvarado,Rincón de la Palma,1,0
Motor,2015,Veracruz,Alvarado,Salinas,16,0
Embarcación,2015,Veracruz,Alvarado,Salinas,20,0
Hielera,2015,Veracruz,Alvarado,Salinas,24,0
Sistema,2015,Veracruz,Alvarado,Salinas,24,0
Motor,2015,Veracruz,Alvarado,Santa Rosa de Lima,1,0
Embarcación,2015,Veracruz,Alvarado,Santa Rosa de Lima,1,0
Hielera,2015,Veracruz,Alvarado,Santa Rosa de Lima,1,0
Sistema,2015,Veracruz,Alvarado,Santa Rosa de Lima,1,0
Motor,2015,Veracruz,Angel R. Cabada,Rincón del Brujo,1,0
Embarcación,2015,Veracruz,Angel R. Cabada,Rincón del Brujo,0,0
Hielera,2015,Veracruz,Angel R. Cabada,Rincón del Brujo,0,0
Sistema,2015,Veracruz,Angel R. Cabada,Rincón del Brujo,1,0
Motor,2015,Veracruz,Boca del Río,Boca del Río,4,0
Embarcación,2015,Veracruz,Boca del Río,Boca del Río,3,0
Hielera,2015,Veracruz,Boca del Río,Boca del Río,0,0
Sistema,2015,Veracruz,Boca del Río,Boca del Río,2,0
Motor,2015,Veracruz,Boca del Río,Boca del Río,12,0
Embarcación,2015,Veracruz,Boca del Río,Boca del Río,10,0
Hielera,2015,Veracruz,Boca del Río,Boca del Río,2,0
Sistema,2015,Veracruz,Boca del Río,Boca del Río,11,0
Motor,2015,Veracruz,Catemaco,Barra de Sontecomapan,4,0
Embarcación,2015,Veracruz,Catemaco,Barra de Sontecomapan,7,0
Hielera,2015,Veracruz,Catemaco,Barra de Sontecomapan,1,0
Sistema,2015,Veracruz,Catemaco,Barra de Sontecomapan,8,0
Motor,2015,Veracruz,Catemaco,Catemaco,2,0
Embarcación,2015,Veracruz,Catemaco,Catemaco,7,0
Hielera,2015,Veracruz,Catemaco,Catemaco,0,0
Sistema,2015,Veracruz,Catemaco,Catemaco,0,0
Motor,2015,Veracruz,Catemaco,El Real,3,0
Embarcación,2015,Veracruz,Catemaco,El Real,2,0
Hielera,2015,Veracruz,Catemaco,El Real,1,0
Sistema,2015,Veracruz,Catemaco,El Real,4,0
Motor,2015,Veracruz,Catemaco,La Palma,1,0
Embarcación,2015,Veracruz,Catemaco,La Palma,1,0
Hielera,2015,Veracruz,Catemaco,La Palma,0,0
Sistema,2015,Veracruz,Catemaco,La Palma,1,0
Motor,2015,Veracruz,Catemaco,Sontecomapan,16,0
Embarcación,2015,Veracruz,Catemaco,Sontecomapan,13,0
Hielera,2015,Veracruz,Catemaco,Sontecomapan,8,0
Sistema,2015,Veracruz,Catemaco,Sontecomapan,20,0
Motor,2015,Veracruz,Catemaco,Tebanca,0,0
Embarcación,2015,Veracruz,Catemaco,Tebanca,10,0
Hielera,2015,Veracruz,Catemaco,Tebanca,0,0
Sistema,2015,Veracruz,Catemaco,Tebanca,0,0
Motor,2015,Veracruz,Cazones de Herrera,Barra de Cazones,2,0
Embarcación,2015,Veracruz,Cazones de Herrera,Barra de Cazones,2,0
Hielera,2015,Veracruz,Cazones de Herrera,Barra de Cazones,0,0
Sistema,2015,Veracruz,Cazones de Herrera,Barra de Cazones,4,0
Motor,2015,Veracruz,Chinameca,Ateponta,1,0
Embarcación,2015,Veracruz,Chinameca,Ateponta,12,0
Hielera,2015,Veracruz,Chinameca,Ateponta,0,0
Sistema,2015,Veracruz,Chinameca,Ateponta,12,0
Motor,2015,Veracruz,Chinameca,Chacalapa,0,0
Embarcación,2015,Veracruz,Chinameca,Chacalapa,1,0
Hielera,2015,Veracruz,Chinameca,Chacalapa,0,0
Sistema,2015,Veracruz,Chinameca,Chacalapa,1,0
Motor,2015,Veracruz,Chinameca,Los Cerritos,0,0
Embarcación,2015,Veracruz,Chinameca,Los Cerritos,1,0
Hielera,2015,Veracruz,Chinameca,Los Cerritos,0,0
Sistema,2015,Veracruz,Chinameca,Los Cerritos,1,0
Motor,2015,Veracruz,Coatzacoalcos,Allende,9,0
Embarcación,2015,Veracruz,Coatzacoalcos,Allende,6,0
Hielera,2015,Veracruz,Coatzacoalcos,Allende,1,0
Sistema,2015,Veracruz,Coatzacoalcos,Allende,16,0
Motor,2015,Veracruz,Coatzacoalcos,Coatzacoalcos,4,0
Embarcación,2015,Veracruz,Coatzacoalcos,Coatzacoalcos,4,0
Hielera,2015,Veracruz,Coatzacoalcos,Coatzacoalcos,0,0
Sistema,2015,Veracruz,Coatzacoalcos,Coatzacoalcos,8,0
Motor,2015,Veracruz,Coatzacoalcos,Las Barrillas,6,0
Embarcación,2015,Veracruz,Coatzacoalcos,Las Barrillas,3,0
Hielera,2015,Veracruz,Coatzacoalcos,Las Barrillas,0,0
Sistema,2015,Veracruz,Coatzacoalcos,Las Barrillas,8,0
Motor,2015,Veracruz,Cosoleacaque,Bernal Díaz del Castillo,1,0
Embarcación,2015,Veracruz,Cosoleacaque,Bernal Díaz del Castillo,0,0
Hielera,2015,Veracruz,Cosoleacaque,Bernal Díaz del Castillo,0,0
Sistema,2015,Veracruz,Cosoleacaque,Bernal Díaz del Castillo,1,0
Motor,2015,Veracruz,Cosoleacaque,Calzadas (Kilómetro Catorce),3,0
Embarcación,2015,Veracruz,Cosoleacaque,Calzadas (Kilómetro Catorce),6,0
Hielera,2015,Veracruz,Cosoleacaque,Calzadas (Kilómetro Catorce),0,0
Sistema,2015,Veracruz,Cosoleacaque,Calzadas (Kilómetro Catorce),8,0
Motor,2015,Veracruz,Cosoleacaque,Coacotla,0,0
Embarcación,2015,Veracruz,Cosoleacaque,Coacotla,3,0
